stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\danis\source\repos\DanielBaptista24285611\PI---Grupo-Austr-lia\ConsoleApplication1\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   3.46943] added dtor for sub_bitmap 000002BBAE452750, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.46958] added dtor for sub_bitmap 000002BBAE456580, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.46978] added dtor for sub_bitmap 000002BBAE4578E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.46998] added dtor for sub_bitmap 000002BBAE456390, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47017] added dtor for sub_bitmap 000002BBAE456770, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47031] added dtor for sub_bitmap 000002BBAE456960, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47047] added dtor for sub_bitmap 000002BBAE455DC0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47061] added dtor for sub_bitmap 000002BBAE456B50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47223] added dtor for sub_bitmap 000002BBAE455FB0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47235] added dtor for sub_bitmap 000002BBAE456D40, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47733] added dtor for sub_bitmap 000002BBAE457500, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47830] added dtor for sub_bitmap 000002BBAE456F30, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47852] added dtor for sub_bitmap 000002BBAE457120, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.47961] added dtor for sub_bitmap 000002BBAE457310, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48033] added dtor for sub_bitmap 000002BBAE4561A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48056] added dtor for sub_bitmap 000002BBAE4576F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48067] added dtor for sub_bitmap 000002BBAE457AD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48077] added dtor for sub_bitmap 000002BBAE4581B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48086] added dtor for sub_bitmap 000002BBAE459AE0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48093] added dtor for sub_bitmap 000002BBAE458D50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48167] added dtor for sub_bitmap 000002BBAE458F40, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48191] added dtor for sub_bitmap 000002BBAE457DD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48234] added dtor for sub_bitmap 000002BBAE457FC0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48248] added dtor for sub_bitmap 000002BBAE458970, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48261] added dtor for sub_bitmap 000002BBAE459510, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48274] added dtor for sub_bitmap 000002BBAE458590, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48292] added dtor for sub_bitmap 000002BBAE4598F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48301] added dtor for sub_bitmap 000002BBAE459130, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48310] added dtor for sub_bitmap 000002BBAE4583A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48319] added dtor for sub_bitmap 000002BBAE459700, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48328] added dtor for sub_bitmap 000002BBAE458780, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48351] added dtor for sub_bitmap 000002BBAE459320, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48379] added dtor for sub_bitmap 000002BBAE458B60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48391] added dtor for sub_bitmap 000002BBAE45B900, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48417] added dtor for sub_bitmap 000002BBAE459DE0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48441] added dtor for sub_bitmap 000002BBAE45BED0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48453] added dtor for sub_bitmap 000002BBAE45C880, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48471] added dtor for sub_bitmap 000002BBAE45BAF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48483] added dtor for sub_bitmap 000002BBAE45B330, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48502] added dtor for sub_bitmap 000002BBAE45AD60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48515] added dtor for sub_bitmap 000002BBAE45CA70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48539] added dtor for sub_bitmap 000002BBAE45A790, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48548] added dtor for sub_bitmap 000002BBAE45B710, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48570] added dtor for sub_bitmap 000002BBAE45BCE0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48587] added dtor for sub_bitmap 000002BBAE45C0C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48608] added dtor for sub_bitmap 000002BBAE45B520, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48621] added dtor for sub_bitmap 000002BBAE45AF50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48632] added dtor for sub_bitmap 000002BBAE45C4A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48658] added dtor for sub_bitmap 000002BBAE45A5A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48667] added dtor for sub_bitmap 000002BBAE45C2B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48694] added dtor for sub_bitmap 000002BBAE45CC60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48721] added dtor for sub_bitmap 000002BBAE45D800, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48735] added dtor for sub_bitmap 000002BBAE45B140, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48746] added dtor for sub_bitmap 000002BBAE45C690, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48756] added dtor for sub_bitmap 000002BBAE45CE50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48773] added dtor for sub_bitmap 000002BBAE45D040, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48791] added dtor for sub_bitmap 000002BBAE45D9F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48805] added dtor for sub_bitmap 000002BBAE45D230, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48827] added dtor for sub_bitmap 000002BBAE45D420, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48841] added dtor for sub_bitmap 000002BBAE45A980, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48857] added dtor for sub_bitmap 000002BBAE45D610, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48866] added dtor for sub_bitmap 000002BBAE45AB70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48881] added dtor for sub_bitmap 000002BBAE459FD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48892] added dtor for sub_bitmap 000002BBAE45A1C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48905] added dtor for sub_bitmap 000002BBAE45A3B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48920] added dtor for sub_bitmap 000002BBAE460B90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48937] added dtor for sub_bitmap 000002BBAE460D80, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48952] added dtor for sub_bitmap 000002BBAE463820, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48962] added dtor for sub_bitmap 000002BBAE4609A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48970] added dtor for sub_bitmap 000002BBAE4624C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.48988] added dtor for sub_bitmap 000002BBAE461160, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49005] added dtor for sub_bitmap 000002BBAE463A10, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49014] added dtor for sub_bitmap 000002BBAE461730, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49032] added dtor for sub_bitmap 000002BBAE4620E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49049] added dtor for sub_bitmap 000002BBAE462A90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49058] added dtor for sub_bitmap 000002BBAE4626B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49067] added dtor for sub_bitmap 000002BBAE461350, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49368] added dtor for sub_bitmap 000002BBAE461EF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49445] added dtor for sub_bitmap 000002BBAE461540, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49461] added dtor for sub_bitmap 000002BBAE4628A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49469] added dtor for sub_bitmap 000002BBAE4601E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49486] added dtor for sub_bitmap 000002BBAE4622D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49506] added dtor for sub_bitmap 000002BBAE461920, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49519] added dtor for sub_bitmap 000002BBAE45FE00, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49527] added dtor for sub_bitmap 000002BBAE461B10, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49543] added dtor for sub_bitmap 000002BBAE461D00, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49558] added dtor for sub_bitmap 000002BBAE462C80, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49576] added dtor for sub_bitmap 000002BBAE45FFF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49589] added dtor for sub_bitmap 000002BBAE462E70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49664] added dtor for sub_bitmap 000002BBAE4603D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49686] added dtor for sub_bitmap 000002BBAE460F70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49700] added dtor for sub_bitmap 000002BBAE463250, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49709] added dtor for sub_bitmap 000002BBAE463060, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49718] added dtor for sub_bitmap 000002BBAE463440, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49792] added dtor for sub_bitmap 000002BBAE463630, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49813] added dtor for sub_bitmap 000002BBAE4605C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49822] added dtor for sub_bitmap 000002BBAE4607B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.49836] added dtor for sub_bitmap 000002BBAE467F70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50002] added dtor for sub_bitmap 000002BBAE468350, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50053] added dtor for sub_bitmap 000002BBAE4677B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50084] added dtor for sub_bitmap 000002BBAE469E70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50101] added dtor for sub_bitmap 000002BBAE4679A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50134] added dtor for sub_bitmap 000002BBAE467D80, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50148] added dtor for sub_bitmap 000002BBAE468160, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50157] added dtor for sub_bitmap 000002BBAE466260, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50166] added dtor for sub_bitmap 000002BBAE468B10, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50175] added dtor for sub_bitmap 000002BBAE469C80, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50191] added dtor for sub_bitmap 000002BBAE468D00, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50204] added dtor for sub_bitmap 000002BBAE468920, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50218] added dtor for sub_bitmap 000002BBAE4675C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50229] added dtor for sub_bitmap 000002BBAE466640, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50248] added dtor for sub_bitmap 000002BBAE466830, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50269] added dtor for sub_bitmap 000002BBAE468540, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50281] added dtor for sub_bitmap 000002BBAE4690E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50291] added dtor for sub_bitmap 000002BBAE468730, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50300] added dtor for sub_bitmap 000002BBAE4673D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50315] added dtor for sub_bitmap 000002BBAE468EF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50329] added dtor for sub_bitmap 000002BBAE4692D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50339] added dtor for sub_bitmap 000002BBAE466A20, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50353] added dtor for sub_bitmap 000002BBAE4694C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50374] added dtor for sub_bitmap 000002BBAE4696B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50396] added dtor for sub_bitmap 000002BBAE4698A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50412] added dtor for sub_bitmap 000002BBAE4671E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50424] added dtor for sub_bitmap 000002BBAE469A90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50438] added dtor for sub_bitmap 000002BBAE466450, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50451] added dtor for sub_bitmap 000002BBAE466C10, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50465] added dtor for sub_bitmap 000002BBAE466E00, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50475] added dtor for sub_bitmap 000002BBAE466FF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50487] added dtor for sub_bitmap 000002BBAE467B90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50499] added dtor for sub_bitmap 000002BBAE46FAB0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50524] added dtor for sub_bitmap 000002BBAE46FCA0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50541] added dtor for sub_bitmap 000002BBAE46D200, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50559] added dtor for sub_bitmap 000002BBAE46E370, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50569] added dtor for sub_bitmap 000002BBAE46D010, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50579] added dtor for sub_bitmap 000002BBAE46C280, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50591] added dtor for sub_bitmap 000002BBAE46DBB0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50668] added dtor for sub_bitmap 000002BBAE46FE90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50680] added dtor for sub_bitmap 000002BBAE46DDA0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50692] added dtor for sub_bitmap 000002BBAE46EB30, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50711] added dtor for sub_bitmap 000002BBAE46D9C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50792] added dtor for sub_bitmap 000002BBAE46DF90, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50823] added dtor for sub_bitmap 000002BBAE46ED20, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50849] added dtor for sub_bitmap 000002BBAE46F4E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50892] added dtor for sub_bitmap 000002BBAE46C470, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50919] added dtor for sub_bitmap 000002BBAE46F6D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.50985] added dtor for sub_bitmap 000002BBAE46E560, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51027] added dtor for sub_bitmap 000002BBAE46F8C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51067] added dtor for sub_bitmap 000002BBAE46D3F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51108] added dtor for sub_bitmap 000002BBAE46E750, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51131] added dtor for sub_bitmap 000002BBAE46EF10, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51142] added dtor for sub_bitmap 000002BBAE46E180, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51151] added dtor for sub_bitmap 000002BBAE46E940, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51161] added dtor for sub_bitmap 000002BBAE46F100, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51170] added dtor for sub_bitmap 000002BBAE46C850, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51179] added dtor for sub_bitmap 000002BBAE46C660, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51196] added dtor for sub_bitmap 000002BBAE46CA40, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51215] added dtor for sub_bitmap 000002BBAE46F2F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51235] added dtor for sub_bitmap 000002BBAE46CC30, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51247] added dtor for sub_bitmap 000002BBAE46CE20, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51257] added dtor for sub_bitmap 000002BBAE46D5E0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51267] added dtor for sub_bitmap 000002BBAE46D7D0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51298] added dtor for sub_bitmap 000002BBAE4782B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51322] added dtor for sub_bitmap 000002BBAE4763B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51334] added dtor for sub_bitmap 000002BBAE478880, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51349] added dtor for sub_bitmap 000002BBAE474C70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51367] added dtor for sub_bitmap 000002BBAE47AF40, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51378] added dtor for sub_bitmap 000002BBAE4746A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51399] added dtor for sub_bitmap 000002BBAE477900, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51418] added dtor for sub_bitmap 000002BBAE479230, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51429] added dtor for sub_bitmap 000002BBAE47A970, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51442] added dtor for sub_bitmap 000002BBAE475A00, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51457] added dtor for sub_bitmap 000002BBAE47BCD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51469] added dtor for sub_bitmap 000002BBAE478C60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51485] added dtor for sub_bitmap 000002BBAE475810, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51509] added dtor for sub_bitmap 000002BBAE47BEC0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51532] added dtor for sub_bitmap 000002BBAE47B700, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51546] added dtor for sub_bitmap 000002BBAE475FD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51568] added dtor for sub_bitmap 000002BBAE479040, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51578] added dtor for sub_bitmap 000002BBAE475430, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51592] added dtor for sub_bitmap 000002BBAE479DD0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51601] added dtor for sub_bitmap 000002BBAE476D60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51611] added dtor for sub_bitmap 000002BBAE479BE0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51637] added dtor for sub_bitmap 000002BBAE478690, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51646] added dtor for sub_bitmap 000002BBAE479FC0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51655] added dtor for sub_bitmap 000002BBAE475BF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51663] added dtor for sub_bitmap 000002BBAE477520, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51673] added dtor for sub_bitmap 000002BBAE477710, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51701] added dtor for sub_bitmap 000002BBAE478A70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51711] added dtor for sub_bitmap 000002BBAE476F50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51721] added dtor for sub_bitmap 000002BBAE4765A0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51730] added dtor for sub_bitmap 000002BBAE479420, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51741] added dtor for sub_bitmap 000002BBAE47BAE0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51766] added dtor for sub_bitmap 000002BBAE478E50, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51780] added dtor for sub_bitmap 000002BBAE4761C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51790] added dtor for sub_bitmap 000002BBAE476790, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51804] added dtor for sub_bitmap 000002BBAE47C0B0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51815] added dtor for sub_bitmap 000002BBAE476980, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51833] added dtor for sub_bitmap 000002BBAE4780C0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51845] added dtor for sub_bitmap 000002BBAE477140, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51858] added dtor for sub_bitmap 000002BBAE474890, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51873] added dtor for sub_bitmap 000002BBAE477AF0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51884] added dtor for sub_bitmap 000002BBAE479610, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51894] added dtor for sub_bitmap 000002BBAE47AB60, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51903] added dtor for sub_bitmap 000002BBAE476B70, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51915] added dtor for sub_bitmap 000002BBAE47B8F0, func 00007FFBCE65118B
dtor     D               dtor.c:196  _al_register_destructor          [   3.51925] added dtor for sub_bitmap 000002BBAE479800, func 00007FFBCE65118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.51933] removed dtor for bitmap 000002BBAE3C7520
dtor     D               dtor.c:196  _al_register_destructor          [   3.51943] added dtor for font 000002BBAE37DC20, func 00007FFC4296128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   3.51952] removed dtor for bitmap 000002BBAE3AD800
dtor     D               dtor.c:196  _al_register_destructor          [   3.51962] added dtor for timer 000002BBAE341B90, func 00007FFBCE651050
